MeasurementDate	metric	metrictype	Agency	numerator	denominator
2015-05-20	TripsPerformed	Dollars	SR3	226.00	226.00
2015-03-24	TripsPerformed	Dollars	SR3	236.00	236.00
2015-04-15	TripsPerformed	Dollars	LOG	8627.92	9575.49
2015-10-22	TripsPerformed	Dollars	PB1	0.00	57.00
2015-02-24	TripsPerformed	Dollars	CDS	478.50	478.50
2015-08-13	TripsPerformed	Dollars	SE2	204.00	204.00
2014-12-09	TripsPerformed	Dollars	MP1	0.00	101.00
2015-03-27	TripsPerformed	Dollars	TL1	318.24	318.24
2015-02-05	TripsPerformed	Dollars	MID	92.64	92.64
2014-11-26	TripsPerformed	Dollars	PVT	630.00	679.00
2015-09-03	TripsPerformed	Dollars	SR1	0.00	82.00
2015-09-25	TripsPerformed	Dollars	SE2	98.00	98.00
2015-11-02	TripsPerformed	Dollars	SR3	0.00	82.00
2015-07-09	TripsPerformed	Dollars	KE3	0.00	138.00
2015-02-23	TripsPerformed	Dollars	CDR	119.50	119.50
2015-04-01	TripsPerformed	Dollars	HE6	250.00	250.00
2015-04-02	TripsPerformed	Dollars	WC1	98.00	98.00
2015-04-03	TripsPerformed	Dollars	BR7	0.00	106.00
2014-11-18	TripsPerformed	Dollars	SE2	616.00	616.00
2015-04-21	TripsPerformed	Dollars	CDR	227.50	227.50
2015-02-10	TripsPerformed	Dollars	CDS	302.50	302.50
2015-10-19	TripsPerformed	Dollars	SR3	0.00	236.00
2015-10-10	TripsPerformed	Dollars	SY4	0.00	106.00
2015-04-14	TripsPerformed	Dollars	KE3	0.00	207.00
2015-05-07	TripsPerformed	Dollars	CDR	842.00	842.00
2015-06-10	TripsPerformed	Dollars	KE3	0.00	138.00
2015-11-13	TripsPerformed	Dollars	WC1	0.00	225.00
2015-01-02	TripsPerformed	Dollars	PR1	226.00	226.00
2015-11-19	TripsPerformed	Dollars	LOG	8957.39	8957.39
2014-10-04	TripsPerformed	Dollars	LOG	0.00	1214.50
2015-02-16	TripsPerformed	Dollars	SR3	106.00	106.00
2014-10-16	TripsPerformed	Dollars	PVT	131.00	438.00
2014-11-12	TripsPerformed	Dollars	ND2	90.00	90.00
2014-11-20	TripsPerformed	Dollars	PR1	53.00	53.00
2015-11-19	TripsPerformed	Dollars	CDS	0.00	152.50
2015-06-01	TripsPerformed	Dollars	PB1	154.00	154.00
2015-04-23	TripsPerformed	Dollars	CDR	89.50	89.50
2015-08-23	TripsPerformed	Dollars	PVT	179.00	179.00
2015-11-03	TripsPerformed	Dollars	SR1	0.00	82.00
2015-02-19	TripsPerformed	Dollars	MID	58.90	58.90
2015-04-23	TripsPerformed	Dollars	SR3	0.00	106.00
2015-09-14	TripsPerformed	Dollars	HE6	388.00	388.00
2014-11-13	TripsPerformed	Dollars	BR7	106.00	106.00
2015-09-29	TripsPerformed	Dollars	CDR	263.25	855.50
2015-04-09	TripsPerformed	Dollars	SR3	130.00	252.00
2015-04-28	TripsPerformed	Dollars	SE2	49.00	49.00
2015-09-23	TripsPerformed	Dollars	HE6	210.00	210.00
2015-01-14	TripsPerformed	Dollars	LOG	9913.24	10480.62
2015-06-20	TripsPerformed	Dollars	LOG	1510.50	1581.68
2015-03-17	TripsPerformed	Dollars	MR5	122.00	122.00
2015-05-22	TripsPerformed	Dollars	SR3	0.00	130.00
2015-09-19	TripsPerformed	Dollars	SR1	0.00	82.00
2015-03-02	TripsPerformed	Dollars	CDR	291.00	291.00
2014-11-26	TripsPerformed	Dollars	FE4	0.00	68.10
2015-03-12	TripsPerformed	Dollars	CDS	617.00	617.00
2014-10-18	TripsPerformed	Dollars	PVT	49.00	151.00
2015-01-26	TripsPerformed	Dollars	PVT	903.40	1164.40
2015-06-01	TripsPerformed	Dollars	MID	421.84	421.84
2015-07-23	TripsPerformed	Dollars	TL1	929.96	1859.92
2014-11-23	TripsPerformed	Dollars	LOG	95.82	1341.44
2015-09-22	TripsPerformed	Dollars	BR3	0.00	162.00
2015-07-27	TripsPerformed	Dollars	SR3	179.00	179.00
2015-10-21	TripsPerformed	Dollars	PVT	603.00	1842.40
2014-12-14	TripsPerformed	Dollars	PVT	82.00	82.00
2015-09-21	TripsPerformed	Dollars	HE6	396.00	396.00
2015-04-21	TripsPerformed	Dollars	KE3	0.00	138.00
2015-09-05	TripsPerformed	Dollars	SR1	0.00	82.00
2014-11-04	TripsPerformed	Dollars	BR7	151.00	151.00
2014-10-09	TripsPerformed	Dollars	PVT	293.00	293.00
2015-11-01	TripsPerformed	Dollars	MP1	0.00	53.00
2015-08-10	TripsPerformed	Dollars	CDR	183.50	334.50
2015-01-07	TripsPerformed	Dollars	LOG	11039.24	11450.11
2015-05-22	TripsPerformed	Dollars	PVT	171.00	1154.00
2015-06-13	TripsPerformed	Dollars	LOG	1598.67	1803.30
2015-04-16	TripsPerformed	Dollars	SR3	130.00	252.00
2015-06-08	TripsPerformed	Dollars	BR7	0.00	27.40
2015-10-06	TripsPerformed	Dollars	CDR	0.00	874.00
2014-10-28	TripsPerformed	Dollars	MID	673.45	673.45
2015-03-26	TripsPerformed	Dollars	PVT	675.00	1031.70
2015-02-18	TripsPerformed	Dollars	SR3	448.00	448.00
2015-10-21	TripsPerformed	Dollars	HL1	109.00	109.00
2015-05-01	TripsPerformed	Dollars	LOG	7854.97	8681.78
2015-03-05	TripsPerformed	Dollars	CDS	489.00	489.00
2015-04-02	TripsPerformed	Dollars	SR3	130.00	130.00
2015-03-17	TripsPerformed	Dollars	PVT	1455.50	2197.90
2015-01-19	TripsPerformed	Dollars	PVT	240.00	599.00
2014-12-22	TripsPerformed	Dollars	HE6	202.00	202.00
2015-06-08	TripsPerformed	Dollars	MID	339.29	339.29
2015-10-30	TripsPerformed	Dollars	SK2	235.00	235.00
2015-11-18	TripsPerformed	Dollars	CDR	0.00	1231.25
2014-10-28	TripsPerformed	Dollars	PB1	146.00	146.00
2014-12-07	TripsPerformed	Dollars	PVT	53.00	53.00
2015-09-03	TripsPerformed	Dollars	LOG	10980.00	11068.75
2015-01-18	TripsPerformed	Dollars	MID	20.48	20.48
2015-06-10	TripsPerformed	Dollars	TL1	0.00	150.72
2015-06-24	TripsPerformed	Dollars	MID	185.28	185.28
2015-11-03	TripsPerformed	Dollars	MP1	0.00	139.00
2015-08-26	TripsPerformed	Dollars	BR3	0.00	327.00
2015-01-30	TripsPerformed	Dollars	WR1	0.00	114.00
2015-07-20	TripsPerformed	Dollars	PVT	1010.35	1448.35
2015-09-15	TripsPerformed	Dollars	MR4	0.00	49.60
2014-10-17	TripsPerformed	Dollars	SE2	0.00	98.00
2015-10-13	TripsPerformed	Dollars	MRC	0.00	94.00
2015-02-04	TripsPerformed	Dollars	PVT	65.00	1331.00
2015-05-15	TripsPerformed	Dollars	MR4	0.00	69.00
2015-06-25	TripsPerformed	Dollars	ND2	308.00	308.00
2014-12-23	TripsPerformed	Dollars	PVT	297.00	297.00
2014-10-27	TripsPerformed	Dollars	PVT	534.00	534.00
2015-04-02	TripsPerformed	Dollars	PVT	326.00	829.50
2015-09-22	TripsPerformed	Dollars	MR5	130.00	130.00
2015-01-09	TripsPerformed	Dollars	MID	215.88	215.88
2015-06-29	TripsPerformed	Dollars	LOG	10940.75	11673.93
2014-12-15	TripsPerformed	Dollars	SE2	195.00	195.00
2015-04-15	TripsPerformed	Dollars	SR1	114.00	114.00
2015-05-21	TripsPerformed	Dollars	SE2	318.00	416.00
2015-05-03	TripsPerformed	Dollars	LOG	966.74	988.24
2015-05-21	TripsPerformed	Dollars	MRC	218.70	218.70
2015-08-13	TripsPerformed	Dollars	CDS	76.50	76.50
2015-05-07	TripsPerformed	Dollars	SE2	363.00	363.00
2015-09-02	TripsPerformed	Dollars	BR3	0.00	122.00
2015-04-07	TripsPerformed	Dollars	SY4	114.00	332.00
2015-04-04	TripsPerformed	Dollars	PVT	77.00	312.00
2015-01-02	TripsPerformed	Dollars	PB1	154.00	154.00
2015-04-21	TripsPerformed	Dollars	MID	534.44	534.44
2015-11-13	TripsPerformed	Dollars	FAC	0.00	189.00
2015-07-27	TripsPerformed	Dollars	PVT	542.95	1500.95
2015-10-13	TripsPerformed	Dollars	SE2	0.00	106.00
2015-11-10	TripsPerformed	Dollars	SS1	0.00	154.50
2015-03-27	TripsPerformed	Dollars	CDR	57.50	57.50
2015-11-10	TripsPerformed	Dollars	MR5	0.00	129.00
2015-03-31	TripsPerformed	Dollars	SE2	98.00	98.00
2015-05-20	TripsPerformed	Dollars	MRC	108.80	108.80
2015-11-23	TripsPerformed	Dollars	MP1	0.00	337.00
2015-04-08	TripsPerformed	Dollars	MID	374.33	374.33
2015-06-22	TripsPerformed	Dollars	SE2	708.00	830.00
2014-10-24	TripsPerformed	Dollars	PB1	146.00	146.00
2014-10-29	TripsPerformed	Dollars	FE4	77.00	77.00
2015-09-21	TripsPerformed	Dollars	PVT	191.00	475.00
2015-09-30	TripsPerformed	Dollars	SE2	106.00	106.00
2015-10-28	TripsPerformed	Dollars	CDR	0.00	1238.25
2015-08-14	TripsPerformed	Dollars	CDS	75.50	120.00
2015-01-29	TripsPerformed	Dollars	CDS	26.00	26.00
2015-08-31	TripsPerformed	Dollars	HE6	202.00	202.00
2015-06-10	TripsPerformed	Dollars	MP1	0.00	114.00
2015-07-31	TripsPerformed	Dollars	LOG	7346.75	7346.75
2015-07-30	TripsPerformed	Dollars	WC1	114.00	114.00
2015-02-13	TripsPerformed	Dollars	QR1	762.00	762.00
2015-02-21	TripsPerformed	Dollars	KE3	0.00	138.00
2015-06-09	TripsPerformed	Dollars	HE6	101.00	101.00
2015-10-22	TripsPerformed	Dollars	PVT	569.00	1365.00
2015-08-20	TripsPerformed	Dollars	CDR	104.50	256.50
2014-10-30	TripsPerformed	Dollars	SE2	118.00	128.00
2015-08-07	TripsPerformed	Dollars	SY4	0.00	114.00
2015-11-09	TripsPerformed	Dollars	SR3	0.00	137.50
2015-09-16	TripsPerformed	Dollars	CDS	79.50	170.45
2014-10-21	TripsPerformed	Dollars	MID	657.43	657.43
2014-11-06	TripsPerformed	Dollars	SR3	122.00	122.00
2015-02-12	TripsPerformed	Dollars	LOG	8107.96	8471.51
2015-01-29	TripsPerformed	Dollars	MID	166.17	166.17
2014-11-18	TripsPerformed	Dollars	LE2	0.00	98.00
2014-11-05	TripsPerformed	Dollars	HE6	210.00	210.00
2014-11-17	TripsPerformed	Dollars	ND2	90.00	90.00
2015-11-24	TripsPerformed	Dollars	CDS	0.00	181.00
2014-12-04	TripsPerformed	Dollars	ND2	90.00	90.00
2015-08-06	TripsPerformed	Dollars	CDR	194.50	530.00
2014-12-05	TripsPerformed	Dollars	LE2	0.00	49.00
2015-03-01	TripsPerformed	Dollars	LOG	621.00	815.22
2015-09-10	TripsPerformed	Dollars	SG2	0.00	131.00
2015-09-02	TripsPerformed	Dollars	CDS	79.50	153.75
2015-08-12	TripsPerformed	Dollars	TL1	0.00	80.42
2015-05-08	TripsPerformed	Dollars	SR3	0.00	122.00
2015-02-23	TripsPerformed	Dollars	SS1	138.00	138.00
2015-09-28	TripsPerformed	Dollars	BR7	106.00	106.00
2015-02-17	TripsPerformed	Dollars	MID	154.69	154.69
2015-10-24	TripsPerformed	Dollars	PVT	324.00	577.00
2015-08-20	TripsPerformed	Dollars	SK2	106.00	106.00
2015-09-08	TripsPerformed	Dollars	CDR	247.50	411.00
2015-09-08	TripsPerformed	Dollars	SR1	0.00	82.00
2015-09-14	TripsPerformed	Dollars	BR7	228.00	228.00
2015-04-06	TripsPerformed	Dollars	HE6	202.00	202.00
2014-11-04	TripsPerformed	Dollars	SR3	114.00	114.00
2015-09-19	TripsPerformed	Dollars	LOG	1650.80	1706.80
2015-10-07	TripsPerformed	Dollars	SR3	0.00	178.00
2014-12-19	TripsPerformed	Dollars	SE2	351.00	351.00
2015-01-26	TripsPerformed	Dollars	SR3	326.00	326.00
2014-10-14	TripsPerformed	Dollars	FAC	232.00	232.00
2015-06-11	TripsPerformed	Dollars	PVT	11.85	361.85
2014-12-10	TripsPerformed	Dollars	MID	88.03	88.03
2015-03-03	TripsPerformed	Dollars	PVT	513.00	1320.00
2014-12-10	TripsPerformed	Dollars	PVT	445.50	800.50
2015-02-19	TripsPerformed	Dollars	KE3	0.00	428.00
2015-09-11	TripsPerformed	Dollars	SE2	138.00	138.00
2014-10-15	TripsPerformed	Dollars	ND2	200.00	200.00
2014-10-23	TripsPerformed	Dollars	RR6	154.00	154.00
2015-07-14	TripsPerformed	Dollars	CDS	297.00	297.00
2014-10-25	TripsPerformed	Dollars	RR6	73.00	73.00
2015-05-27	TripsPerformed	Dollars	PVT	0.00	1833.00
2015-09-24	TripsPerformed	Dollars	CDR	334.25	855.50
2015-06-10	TripsPerformed	Dollars	SR3	0.00	130.00
2015-09-04	TripsPerformed	Dollars	PVT	57.00	397.00
2014-10-23	TripsPerformed	Dollars	CR5	272.80	272.80
2014-12-12	TripsPerformed	Dollars	MID	67.77	67.77
2014-11-25	TripsPerformed	Dollars	MID	239.18	239.18
2015-02-25	TripsPerformed	Dollars	SE2	0.00	53.00
2015-09-01	TripsPerformed	Dollars	SR3	0.00	114.00
2015-03-05	TripsPerformed	Dollars	MID	100.06	100.06
2015-03-05	TripsPerformed	Dollars	PVT	659.00	2047.70
2015-05-19	TripsPerformed	Dollars	SE2	216.00	216.00
2015-08-20	TripsPerformed	Dollars	KE3	138.00	138.00
2015-06-27	TripsPerformed	Dollars	LOG	2220.30	2354.37
2014-12-26	TripsPerformed	Dollars	LOG	4050.94	4176.19
2015-04-13	TripsPerformed	Dollars	FE4	0.00	146.00
2015-09-09	TripsPerformed	Dollars	PB1	0.00	146.00
2015-08-27	TripsPerformed	Dollars	SE2	196.00	196.00
2014-11-05	TripsPerformed	Dollars	MP1	0.00	61.00
2015-05-27	TripsPerformed	Dollars	MID	229.26	229.26
2015-06-27	TripsPerformed	Dollars	PVT	98.00	434.00
2015-10-19	TripsPerformed	Dollars	LOG	8627.73	8731.30
2014-12-26	TripsPerformed	Dollars	PVT	925.00	925.00
2015-11-07	TripsPerformed	Dollars	LOG	859.16	859.16
2014-10-13	TripsPerformed	Dollars	SE2	130.00	130.00
2015-05-12	TripsPerformed	Dollars	CDR	746.00	746.00
2015-04-22	TripsPerformed	Dollars	HE6	178.00	178.00
2015-07-21	TripsPerformed	Dollars	SY4	114.00	114.00
2015-09-22	TripsPerformed	Dollars	WC1	0.00	306.00
2014-10-13	TripsPerformed	Dollars	MRC	10.00	10.00
2015-02-10	TripsPerformed	Dollars	FA1	114.00	114.00
2015-06-22	TripsPerformed	Dollars	TL1	0.00	100.12
2015-06-15	TripsPerformed	Dollars	MID	244.74	244.74
2015-06-23	TripsPerformed	Dollars	WS3	834.00	834.00
2015-07-30	TripsPerformed	Dollars	CDS	137.50	137.50
2014-11-03	TripsPerformed	Dollars	MP1	0.00	57.00
2014-10-20	TripsPerformed	Dollars	SR3	581.00	581.00
2015-01-12	TripsPerformed	Dollars	MID	141.55	141.55
2015-03-28	TripsPerformed	Dollars	SE2	0.00	122.00
2015-10-20	TripsPerformed	Dollars	MP1	0.00	82.00
2015-06-29	TripsPerformed	Dollars	PVT	608.00	1861.00
2015-08-11	TripsPerformed	Dollars	BR7	146.00	146.00
2014-12-26	TripsPerformed	Dollars	MID	82.84	82.84
2015-03-24	TripsPerformed	Dollars	PB1	0.00	418.00
2015-05-13	TripsPerformed	Dollars	PB1	0.00	73.00
2015-02-03	TripsPerformed	Dollars	SR1	314.00	314.00
2015-06-08	TripsPerformed	Dollars	LOG	10210.60	11484.68
2015-06-03	TripsPerformed	Dollars	TL1	0.00	226.08
2015-02-20	TripsPerformed	Dollars	SR1	314.00	314.00
2015-01-23	TripsPerformed	Dollars	SE2	106.00	106.00
2015-09-16	TripsPerformed	Dollars	LOG	10761.68	11054.72
2015-01-06	TripsPerformed	Dollars	SE2	98.00	98.00
2015-03-18	TripsPerformed	Dollars	MP1	0.00	145.00
2015-07-13	TripsPerformed	Dollars	SR3	228.00	228.00
2015-09-18	TripsPerformed	Dollars	CDS	0.00	148.70
2015-04-30	TripsPerformed	Dollars	SS1	0.00	138.00
2015-03-26	TripsPerformed	Dollars	KE3	138.00	138.00
2015-04-24	TripsPerformed	Dollars	MID	578.13	578.13
2015-04-27	TripsPerformed	Dollars	SR1	114.00	114.00
2015-01-14	TripsPerformed	Dollars	PVT	199.00	530.70
2015-05-08	TripsPerformed	Dollars	PVT	106.00	1189.00
2015-05-25	TripsPerformed	Dollars	LOG	1427.25	1547.53
2015-10-16	TripsPerformed	Dollars	SE2	0.00	122.00
2015-09-18	TripsPerformed	Dollars	LOG	9368.50	9742.57
2015-05-22	TripsPerformed	Dollars	CDP	29.00	29.00
2015-08-10	TripsPerformed	Dollars	MRC	0.00	122.85
2015-11-18	TripsPerformed	Dollars	SE2	0.00	103.50
2014-12-03	TripsPerformed	Dollars	FE4	0.00	186.00
2014-11-06	TripsPerformed	Dollars	PVT	1035.00	1141.00
2015-04-26	TripsPerformed	Dollars	MID	87.67	87.67
2014-11-11	TripsPerformed	Dollars	PB1	556.00	556.00
2015-07-09	TripsPerformed	Dollars	BR7	171.00	171.00
2015-11-09	TripsPerformed	Dollars	PVT	0.00	1906.75
2015-08-18	TripsPerformed	Dollars	PVT	912.00	1459.00
2015-02-06	TripsPerformed	Dollars	SE2	228.00	326.00
2015-03-10	TripsPerformed	Dollars	SY4	0.00	334.00
2015-01-30	TripsPerformed	Dollars	PVT	253.00	815.00
2015-04-03	TripsPerformed	Dollars	MP1	0.00	73.00
2014-11-05	TripsPerformed	Dollars	SR3	342.00	342.00
2015-05-05	TripsPerformed	Dollars	CDY	218.00	218.00
2015-05-26	TripsPerformed	Dollars	PE1	290.00	290.00
2015-01-20	TripsPerformed	Dollars	MRC	0.00	57.00
2015-04-02	TripsPerformed	Dollars	LOG	7908.58	8866.52
2015-06-16	TripsPerformed	Dollars	CDR	143.00	143.00
2015-04-11	TripsPerformed	Dollars	KE3	0.00	138.00
2015-11-03	TripsPerformed	Dollars	SE2	0.00	212.00
2014-10-01	TripsPerformed	Dollars	LOG	47.50	7480.61
2015-07-13	TripsPerformed	Dollars	CDS	199.50	199.50
2015-09-15	TripsPerformed	Dollars	TL1	0.00	480.16
